delay_id,flight_id,delay_type,delay_type_id,delay_minutes
972,6869,Airline Operations,2,108
973,12736,Air Traffic Control,1,222
974,4208,Security,3,162
975,8202,Airline Operations,2,146
976,4110,Air Traffic Control,1,225
977,1903,Airline Operations,2,108
978,4192,Technical,4,185
979,11050,Air Traffic Control,1,108
980,1928,Airline Operations,2,132
981,11587,Weather,5,122
982,5044,Technical,4,239
983,7861,Security,3,91
984,12578,Weather,5,119
985,6835,Security,3,178
986,5053,Technical,4,191
987,6684,Air Traffic Control,1,30
988,8480,Security,3,63
989,11891,Air Traffic Control,1,188
990,8382,Airline Operations,2,58
991,11175,Weather,5,234
992,13005,Air Traffic Control,1,179
993,9216,Weather,5,29
994,9870,Technical,4,147
995,14399,Air Traffic Control,1,73
996,2203,Technical,4,156
997,6282,Air Traffic Control,1,31
998,446,Technical,4,185
999,3788,Technical,4,163
1000,66,Security,3,175
1001,3286,Security,3,34
1002,1643,Technical,4,110
1003,13513,Airline Operations,2,125
1004,12190,Air Traffic Control,1,138
1005,1069,Technical,4,224
1006,4994,Airline Operations,2,178
1007,8129,Technical,4,78
1008,14105,Technical,4,214
1009,14255,Technical,4,51
1010,10511,Airline Operations,2,173
1011,6405,Security,3,78
1012,1412,Technical,4,58
1013,2607,Air Traffic Control,1,185
1014,7888,Security,3,112
1015,6796,Security,3,61
1016,14433,Security,3,133
1017,6593,Technical,4,40
1018,5893,Airline Operations,2,113
1019,13969,Air Traffic Control,1,236
1020,2804,Airline Operations,2,198
1021,11711,Airline Operations,2,205
1022,14765,Technical,4,182
1023,764,Airline Operations,2,81
1024,6623,Air Traffic Control,1,239
1025,11652,Weather,5,119
1026,3137,Airline Operations,2,197
1027,14985,Weather,5,135
1028,14875,Airline Operations,2,21
1029,5223,Airline Operations,2,22
1030,14658,Security,3,92
1031,5088,Security,3,83
1032,9645,Air Traffic Control,1,88
1033,3286,Air Traffic Control,1,34
1034,4401,Security,3,162
1035,1956,Security,3,126
1036,9297,Airline Operations,2,239
1037,4062,Airline Operations,2,235
1038,9383,Airline Operations,2,205
1039,3175,Weather,5,216
1040,14199,Security,3,117
1041,4291,Air Traffic Control,1,99
1042,1973,Weather,5,210
1043,11255,Weather,5,15
1044,11636,Airline Operations,2,43
1045,13770,Technical,4,127
1046,2038,Weather,5,81
1047,11838,Airline Operations,2,130
1048,14955,Air Traffic Control,1,105
1049,4020,Air Traffic Control,1,229
1050,11335,Airline Operations,2,105
1051,4489,Weather,5,165
1052,6422,Air Traffic Control,1,18
1053,3382,Air Traffic Control,1,114
1054,5776,Weather,5,72
1055,2589,Technical,4,21
1056,6009,Airline Operations,2,82
1057,8124,Weather,5,36
1058,5708,Weather,5,61
1059,4366,Security,3,71
1060,170,Security,3,30
1061,6282,Security,3,31
1062,14078,Technical,4,60
1063,14835,Air Traffic Control,1,141
1064,5218,Technical,4,146
1065,2165,Weather,5,45
1066,3286,Air Traffic Control,1,34
1067,9899,Security,3,152
1068,11853,Security,3,174
1069,4372,Weather,5,56
1070,14746,Weather,5,57
1071,11431,Weather,5,102
1072,10589,Weather,5,66
1073,1317,Weather,5,61
1074,8530,Technical,4,121
1075,7648,Technical,4,159
1076,2359,Technical,4,15
1077,2845,Technical,4,199
1078,12184,Airline Operations,2,30
1079,178,Air Traffic Control,1,178
1080,12587,Technical,4,134
1081,12587,Security,3,134
1082,9446,Weather,5,65
1083,12287,Air Traffic Control,1,17
1084,11829,Security,3,219
1085,12849,Weather,5,202
1086,3194,Security,3,197
1087,5709,Weather,5,197
1088,13523,Air Traffic Control,1,82
1089,4451,Weather,5,31
1090,7678,Weather,5,77
1091,14985,Technical,4,135
1092,1590,Technical,4,213
1093,1357,Airline Operations,2,153
1094,2813,Security,3,115
1095,6955,Air Traffic Control,1,176
1096,1482,Air Traffic Control,1,108
1097,1482,Weather,5,108
1098,14408,Technical,4,145
1099,8291,Air Traffic Control,1,59
1100,6465,Security,3,57
1101,9360,Security,3,126
1102,11702,Airline Operations,2,106
1103,3424,Airline Operations,2,227
1104,1530,Weather,5,101
1105,7617,Airline Operations,2,198
1106,13593,Security,3,104
1107,7375,Weather,5,42
1108,4223,Weather,5,129
1109,1288,Technical,4,184
1110,837,Airline Operations,2,74
1111,11404,Weather,5,187
1112,14726,Security,3,67
1113,2194,Air Traffic Control,1,34
1114,2464,Technical,4,126
1115,13041,Weather,5,67
1116,4568,Weather,5,29
1117,6566,Weather,5,122
1118,13102,Technical,4,143
1119,2910,Air Traffic Control,1,97
1120,5796,Airline Operations,2,165
1121,14641,Security,3,193
1122,6728,Air Traffic Control,1,15
1123,4633,Technical,4,122
1124,5118,Air Traffic Control,1,22
1125,4802,Weather,5,121
1126,8927,Technical,4,67
1127,2379,Air Traffic Control,1,172
1128,13941,Security,3,104
1129,4729,Airline Operations,2,228
1130,2592,Technical,4,126
1131,9969,Airline Operations,2,239
1132,3088,Weather,5,76
1133,401,Security,3,155
1134,5348,Air Traffic Control,1,85
1135,7802,Air Traffic Control,1,116
1136,5682,Security,3,38
1137,13930,Weather,5,193
1138,6222,Weather,5,116
1139,3598,Weather,5,135
1140,13400,Technical,4,172
1141,5053,Airline Operations,2,191
1142,10296,Air Traffic Control,1,71
1143,14308,Airline Operations,2,107
1144,5148,Airline Operations,2,160
1145,5909,Security,3,25
1146,3255,Air Traffic Control,1,73
1147,8029,Weather,5,79
1148,10787,Technical,4,151
1149,1536,Air Traffic Control,1,92
1150,4753,Security,3,178
1151,10932,Security,3,162
1152,10767,Weather,5,240
1153,8505,Technical,4,234
1154,3859,Security,3,128
1155,1058,Weather,5,128
1156,4453,Weather,5,101
1157,2882,Technical,4,143
1158,3394,Airline Operations,2,214
1159,3523,Airline Operations,2,117
1160,13869,Weather,5,209
1161,6088,Air Traffic Control,1,128
1162,402,Technical,4,157
1163,5571,Weather,5,40
1164,2005,Airline Operations,2,34
1165,10181,Air Traffic Control,1,76
1166,13406,Security,3,114
1167,14869,Technical,4,79
1168,1934,Security,3,104
1169,8897,Technical,4,165
1170,14089,Weather,5,34
1171,4234,Airline Operations,2,188
1172,13328,Air Traffic Control,1,219
1173,6084,Weather,5,227
1174,13412,Weather,5,183
1175,9974,Weather,5,146
1176,5360,Air Traffic Control,1,162
1177,5998,Airline Operations,2,94
1178,14523,Airline Operations,2,221
1179,10282,Security,3,136
1180,1434,Security,3,219
1181,14364,Technical,4,128
1182,395,Air Traffic Control,1,154
1183,1751,Air Traffic Control,1,135
1184,12324,Airline Operations,2,20
1185,5597,Airline Operations,2,210
1186,12162,Security,3,147
1187,14641,Air Traffic Control,1,193
1188,6577,Security,3,195
1189,4869,Security,3,240
1190,9016,Security,3,171
1191,5273,Security,3,78
1192,12184,Weather,5,30
1193,13930,Airline Operations,2,193
1194,6622,Airline Operations,2,191
1195,11919,Airline Operations,2,174
1196,6583,Security,3,196
1197,11146,Air Traffic Control,1,155
1198,7155,Technical,4,200
1199,14579,Technical,4,71
1200,11684,Air Traffic Control,1,46
1201,12665,Technical,4,143
1202,7082,Technical,4,179
1203,645,Airline Operations,2,195
1204,2917,Air Traffic Control,1,30
1205,5864,Air Traffic Control,1,214
1206,9276,Airline Operations,2,43
1207,8444,Air Traffic Control,1,54
1208,11145,Weather,5,94
1209,5123,Weather,5,66
1210,2613,Security,3,121
1211,12978,Airline Operations,2,191
1212,55,Air Traffic Control,1,135
1213,4888,Technical,4,56
1214,7770,Airline Operations,2,156
1215,13988,Security,3,237
1216,11709,Security,3,88
1217,13781,Air Traffic Control,1,44
1218,4775,Technical,4,29
1219,6585,Technical,4,189
1220,4135,Weather,5,114
1221,12,Airline Operations,2,145
1222,4135,Air Traffic Control,1,114
1223,10329,Security,3,98
1224,8040,Air Traffic Control,1,26
1225,3786,Weather,5,230
1226,428,Security,3,231
1227,13728,Air Traffic Control,1,119
1228,4748,Technical,4,196
1229,7460,Airline Operations,2,25
1230,11189,Air Traffic Control,1,32
1231,6327,Air Traffic Control,1,121
1232,8441,Weather,5,45
1233,402,Security,3,157
1234,11536,Technical,4,123
1235,1828,Security,3,89
1236,512,Air Traffic Control,1,107
1237,4133,Security,3,101
1238,9996,Air Traffic Control,1,53
1239,9114,Air Traffic Control,1,193
1240,10364,Weather,5,50
1241,12376,Security,3,190
1242,7324,Technical,4,217
1243,13804,Airline Operations,2,41
1244,795,Technical,4,39
1245,13132,Airline Operations,2,113
1246,14435,Air Traffic Control,1,101
1247,13730,Weather,5,237
1248,12578,Technical,4,119
1249,13873,Technical,4,64
1250,11560,Airline Operations,2,56
1251,12818,Airline Operations,2,106
1252,1310,Weather,5,174
1253,13016,Airline Operations,2,134
1254,7221,Airline Operations,2,141
1255,7937,Security,3,119
1256,13703,Security,3,208
1257,14141,Airline Operations,2,162
1258,8985,Security,3,167
1259,8261,Weather,5,231
1260,2440,Air Traffic Control,1,60
1261,5053,Airline Operations,2,191
1262,4001,Security,3,127
1263,10391,Airline Operations,2,86
1264,4234,Technical,4,188
1265,2613,Security,3,121
1266,3394,Security,3,214
1267,4614,Technical,4,116
1268,2379,Security,3,172
1269,7616,Air Traffic Control,1,159
1270,2002,Airline Operations,2,147
1271,361,Airline Operations,2,50
1272,4994,Security,3,178
1273,8110,Air Traffic Control,1,95
1274,11160,Airline Operations,2,84
1275,11798,Security,3,52
1276,10776,Technical,4,165
1277,11726,Airline Operations,2,136
1278,871,Weather,5,226
1279,8856,Technical,4,26
1280,2266,Technical,4,153
1281,1903,Air Traffic Control,1,108
1282,6088,Weather,5,128
1283,5198,Weather,5,55
1284,1715,Air Traffic Control,1,133
1285,10696,Air Traffic Control,1,68
1286,13900,Air Traffic Control,1,45
1287,3765,Security,3,42
1288,4859,Security,3,190
1289,764,Airline Operations,2,81
1290,3121,Technical,4,213
1291,2920,Airline Operations,2,165
1292,2151,Security,3,101
1293,5045,Security,3,180
1294,9313,Weather,5,65
1295,12860,Security,3,161
1296,2706,Air Traffic Control,1,31
1297,1301,Air Traffic Control,1,168
1298,4028,Airline Operations,2,209
1299,13324,Technical,4,29
1300,12162,Security,3,147
1301,1954,Air Traffic Control,1,87
1302,1009,Security,3,44
1303,13837,Air Traffic Control,1,61
1304,12935,Security,3,143
1305,9156,Air Traffic Control,1,36
1306,12597,Air Traffic Control,1,54
1307,9038,Weather,5,47
1308,8202,Security,3,146
1309,9580,Airline Operations,2,120
1310,3002,Security,3,139
1311,5167,Technical,4,220
1312,10361,Air Traffic Control,1,19
1313,2448,Air Traffic Control,1,86
1314,4096,Weather,5,147
1315,10846,Airline Operations,2,159
1316,5931,Air Traffic Control,1,26
1317,7427,Weather,5,225
1318,13294,Technical,4,171
1319,12522,Weather,5,70
1320,2396,Security,3,29
1321,7479,Technical,4,58
1322,9433,Security,3,119
1323,13598,Weather,5,52
1324,11600,Air Traffic Control,1,200
1325,11587,Air Traffic Control,1,122
1326,9520,Air Traffic Control,1,131
1327,3133,Technical,4,163
1328,665,Air Traffic Control,1,237
1329,3924,Weather,5,175
1330,7031,Air Traffic Control,1,85
1331,13726,Technical,4,239
1332,1817,Air Traffic Control,1,123
1333,2396,Security,3,29
1334,7304,Security,3,191
1335,13005,Airline Operations,2,179
1336,14007,Technical,4,119
1337,7901,Technical,4,23
1338,424,Weather,5,38
1339,10610,Airline Operations,2,147
1340,11850,Security,3,122
1341,14955,Weather,5,105
1342,13727,Technical,4,119
1343,200,Air Traffic Control,1,65
1344,10534,Weather,5,239
1345,661,Weather,5,41
1346,11065,Weather,5,162
1347,7405,Weather,5,28
1348,5370,Air Traffic Control,1,76
1349,3957,Weather,5,31
1350,13313,Technical,4,159
1351,2744,Airline Operations,2,86
1352,9399,Security,3,114
1353,14089,Airline Operations,2,34
1354,2916,Technical,4,172
1355,1327,Security,3,63
1356,361,Technical,4,50
1357,3661,Technical,4,116
1358,899,Weather,5,190
1359,13574,Security,3,184
1360,2341,Weather,5,237
1361,14110,Technical,4,136
1362,9307,Security,3,15
1363,9639,Technical,4,164
1364,7479,Security,3,58
1365,6435,Security,3,212
1366,6665,Technical,4,137
1367,2690,Security,3,167
1368,10378,Weather,5,167
1369,9646,Security,3,141
1370,889,Air Traffic Control,1,23
1371,1412,Weather,5,58
1372,5088,Airline Operations,2,83
1373,13845,Technical,4,211
1374,10556,Security,3,209
1375,13869,Weather,5,209
1376,1390,Airline Operations,2,74
1377,4131,Airline Operations,2,230
1378,64,Security,3,36
1379,1482,Weather,5,108
1380,7201,Air Traffic Control,1,170
1381,4552,Weather,5,147
1382,13728,Security,3,119
1383,12900,Technical,4,130
1384,4449,Technical,4,182
1385,3048,Security,3,111
1386,4056,Air Traffic Control,1,17
1387,14489,Security,3,238
1388,14985,Air Traffic Control,1,135
1389,4760,Air Traffic Control,1,121
1390,14062,Technical,4,202
1391,5065,Weather,5,224
1392,6892,Airline Operations,2,70
1393,6405,Weather,5,78
1394,1503,Airline Operations,2,38
1395,13845,Weather,5,211
1396,10932,Weather,5,162
1397,13565,Security,3,231
1398,2416,Security,3,112
1399,11632,Security,3,100
1400,1310,Technical,4,174
1401,10715,Technical,4,84
1402,2328,Weather,5,126
1403,2709,Weather,5,179
1404,3781,Air Traffic Control,1,192
1405,268,Air Traffic Control,1,141
1406,1840,Technical,4,160
1407,3155,Airline Operations,2,159
1408,11630,Technical,4,76
1409,3363,Security,3,204
1410,7714,Technical,4,231
1411,6471,Technical,4,141
1412,6877,Airline Operations,2,190
1413,9221,Security,3,76
1414,12591,Air Traffic Control,1,69
1415,5117,Weather,5,114
1416,6790,Weather,5,52
1417,1808,Security,3,224
1418,5351,Airline Operations,2,116
1419,8529,Security,3,164
1420,7609,Airline Operations,2,81
1421,11630,Air Traffic Control,1,76
1422,4096,Weather,5,147
1423,5625,Airline Operations,2,194
1424,13726,Airline Operations,2,239
1425,14785,Technical,4,185
1426,3967,Technical,4,170
1427,1064,Security,3,78
1428,8658,Security,3,169
1429,6494,Airline Operations,2,84
1430,11089,Air Traffic Control,1,186
1431,12494,Weather,5,98
1432,5526,Weather,5,65
1433,6537,Weather,5,83
1434,9996,Security,3,53
1435,13817,Airline Operations,2,148
1436,11382,Airline Operations,2,128
1437,6213,Air Traffic Control,1,51
1438,12238,Technical,4,131
1439,4012,Airline Operations,2,173
1440,14668,Technical,4,211
1441,1327,Security,3,63
1442,9512,Weather,5,152
1443,10882,Weather,5,190
1444,6537,Air Traffic Control,1,83
1445,11186,Security,3,190
1446,3082,Weather,5,235
1447,1591,Technical,4,238
1448,4869,Security,3,240
1449,3497,Airline Operations,2,103
1450,8409,Technical,4,204
1451,13016,Technical,4,134
1452,11652,Weather,5,119
1453,5779,Security,3,212
1454,11321,Airline Operations,2,46
1455,7539,Technical,4,81
1456,7961,Airline Operations,2,232
1457,12860,Airline Operations,2,161
1458,13214,Airline Operations,2,229
1459,3918,Weather,5,202
1460,504,Technical,4,107
1461,12115,Airline Operations,2,62
1462,4647,Airline Operations,2,170
1463,13941,Airline Operations,2,104
1464,11206,Weather,5,63
1465,8374,Security,3,198
1466,1630,Security,3,51
1467,13496,Security,3,19
1468,9560,Air Traffic Control,1,74
1469,14062,Air Traffic Control,1,202
1470,10547,Airline Operations,2,130
1471,1465,Airline Operations,2,193
1472,13717,Air Traffic Control,1,63
1473,14129,Technical,4,233
1474,178,Airline Operations,2,178
1475,4108,Airline Operations,2,211
1476,401,Air Traffic Control,1,155
1477,12334,Airline Operations,2,176
1478,13900,Airline Operations,2,45
1479,14334,Security,3,219
1480,10349,Technical,4,204
1481,11108,Security,3,233
1482,8569,Air Traffic Control,1,113
1483,1,Technical,4,237
1484,4166,Security,3,54
1485,10534,Airline Operations,2,239
1486,5946,Air Traffic Control,1,119
1487,2525,Airline Operations,2,39
1488,3373,Airline Operations,2,86
1489,1406,Technical,4,96
1490,6610,Air Traffic Control,1,183
1491,1530,Technical,4,101
1492,13459,Airline Operations,2,76
1493,11471,Security,3,173
1494,1194,Technical,4,157
1495,129,Airline Operations,2,178
1496,2786,Airline Operations,2,40
1497,10143,Weather,5,234
1498,12308,Weather,5,131
1499,5370,Security,3,76
1500,13005,Air Traffic Control,1,179
1501,1856,Airline Operations,2,236
1502,3918,Weather,5,202
1503,11321,Weather,5,46
1504,8293,Weather,5,106
1505,2891,Airline Operations,2,101
1506,10828,Air Traffic Control,1,82
1507,7473,Security,3,234
1508,5267,Airline Operations,2,112
1509,11382,Air Traffic Control,1,128
1510,5779,Security,3,212
1511,11897,Security,3,178
1512,9283,Air Traffic Control,1,115
1513,2411,Weather,5,102
1514,8884,Weather,5,72
1515,14255,Air Traffic Control,1,51
1516,13122,Security,3,145
1517,6334,Airline Operations,2,193
1518,13162,Security,3,46
1519,11850,Security,3,122
1520,8291,Security,3,59
1521,4037,Air Traffic Control,1,234
1522,2137,Weather,5,155
1523,11082,Technical,4,137
1524,6827,Weather,5,234
1525,13505,Security,3,118
1526,14579,Weather,5,71
1527,4864,Airline Operations,2,172
1528,7648,Security,3,159
1529,385,Weather,5,185
1530,1594,Technical,4,176
1531,13686,Air Traffic Control,1,223
1532,13860,Air Traffic Control,1,214
1533,13725,Weather,5,238
1534,2891,Technical,4,101
1535,6185,Airline Operations,2,152
1536,579,Airline Operations,2,216
1537,9679,Security,3,203
1538,9156,Security,3,36
1539,3827,Airline Operations,2,60
1540,11897,Air Traffic Control,1,178
1541,14607,Air Traffic Control,1,212
1542,10948,Air Traffic Control,1,42
1543,3753,Air Traffic Control,1,81
1544,5506,Airline Operations,2,212
1545,6039,Technical,4,45
1546,14671,Airline Operations,2,90
1547,14359,Airline Operations,2,23
1548,8169,Security,3,177
1549,11236,Air Traffic Control,1,89
1550,3642,Security,3,33
1551,13485,Security,3,219
1552,2920,Air Traffic Control,1,165
1553,3851,Technical,4,63
1554,12859,Air Traffic Control,1,87
1555,12818,Airline Operations,2,106
1556,11743,Weather,5,215
1557,5367,Security,3,137
1558,8505,Air Traffic Control,1,234
1559,14543,Weather,5,173
1560,4633,Technical,4,122
1561,4869,Airline Operations,2,240
1562,223,Weather,5,226
1563,2690,Security,3,167
1564,4425,Technical,4,161
1565,10481,Weather,5,136
1566,1473,Air Traffic Control,1,216
1567,11515,Air Traffic Control,1,40
1568,14641,Weather,5,193
1569,4584,Airline Operations,2,17
1570,1706,Weather,5,64
1571,11102,Air Traffic Control,1,109
1572,3088,Security,3,76
1573,14522,Security,3,56
1574,1296,Security,3,235
1575,3194,Weather,5,197
1576,6626,Security,3,140
1577,7902,Airline Operations,2,138
1578,14634,Air Traffic Control,1,145
1579,4208,Security,3,162
1580,4606,Technical,4,63
1581,156,Weather,5,83
1582,2342,Air Traffic Control,1,79
1583,5046,Air Traffic Control,1,118
1584,10365,Airline Operations,2,161
1585,8117,Technical,4,205
1586,4195,Air Traffic Control,1,15
1587,7861,Technical,4,91
1588,8877,Air Traffic Control,1,153
1589,28,Airline Operations,2,64
1590,3967,Technical,4,170
1591,4752,Airline Operations,2,156
1592,9461,Technical,4,231
1593,11257,Technical,4,224
1594,13754,Airline Operations,2,180
1595,1885,Security,3,63
1596,6027,Airline Operations,2,57
1597,4030,Weather,5,58
1598,10715,Air Traffic Control,1,84
1599,744,Weather,5,115
1600,877,Airline Operations,2,224
1601,13152,Air Traffic Control,1,73
1602,14723,Security,3,41
1603,1630,Security,3,51
1604,3441,Air Traffic Control,1,126
1605,9879,Air Traffic Control,1,219
1606,11628,Weather,5,26
1607,12164,Air Traffic Control,1,225
1608,1482,Security,3,108
1609,2441,Security,3,210
1610,11197,Airline Operations,2,151
1611,2308,Technical,4,142
1612,5231,Technical,4,230
1613,640,Security,3,48
1614,11467,Security,3,184
1615,14924,Technical,4,207
1616,3905,Air Traffic Control,1,115
1617,1212,Airline Operations,2,59
1618,4144,Air Traffic Control,1,222
1619,1186,Technical,4,16
1620,3355,Air Traffic Control,1,40
1621,6628,Air Traffic Control,1,131
1622,7668,Airline Operations,2,25
1623,11016,Security,3,60
1624,7651,Technical,4,148
1625,10424,Technical,4,19
1626,3305,Technical,4,182
1627,5231,Technical,4,230
1628,7617,Airline Operations,2,198
1629,5571,Weather,5,40
1630,13122,Airline Operations,2,145
1631,14239,Security,3,41
1632,5946,Technical,4,119
1633,14055,Technical,4,91
1634,14016,Weather,5,163
1635,5074,Technical,4,107
1636,5348,Airline Operations,2,85
1637,4453,Security,3,101
1638,4729,Air Traffic Control,1,228
1639,14711,Technical,4,168
1640,3159,Security,3,171
1641,14259,Technical,4,192
1642,13400,Airline Operations,2,172
1643,5534,Airline Operations,2,18
1644,566,Airline Operations,2,127
1645,12888,Technical,4,75
1646,9315,Air Traffic Control,1,210
1647,2558,Technical,4,53
1648,13059,Air Traffic Control,1,200
1649,7444,Technical,4,188
1650,5597,Airline Operations,2,210
1651,9315,Weather,5,210
1652,2973,Weather,5,228
1653,12728,Airline Operations,2,96
1654,64,Air Traffic Control,1,36
1655,14051,Technical,4,158
1656,7516,Technical,4,102
1657,9679,Security,3,203
1658,625,Technical,4,95
1659,12024,Weather,5,173
1660,3170,Technical,4,128
1661,5302,Security,3,213
1662,4458,Security,3,137
1663,7928,Technical,4,154
1664,10692,Air Traffic Control,1,87
1665,7326,Air Traffic Control,1,194
1666,2158,Air Traffic Control,1,181
1667,423,Air Traffic Control,1,52
1668,6623,Air Traffic Control,1,239
1669,5492,Airline Operations,2,216
1670,6027,Weather,5,57
1671,3411,Airline Operations,2,48
1672,11753,Security,3,236
1673,8781,Air Traffic Control,1,98
1674,4362,Air Traffic Control,1,56
1675,5946,Airline Operations,2,119
1676,11254,Airline Operations,2,148
1677,6043,Air Traffic Control,1,220
1678,12959,Airline Operations,2,179
1679,4171,Airline Operations,2,33
1680,3167,Airline Operations,2,38
1681,9645,Weather,5,88
1682,5121,Airline Operations,2,35
1683,13427,Airline Operations,2,80
1684,7697,Weather,5,121
1685,4453,Security,3,101
1686,5510,Security,3,106
1687,7357,Weather,5,151
1688,4425,Air Traffic Control,1,161
1689,13808,Technical,4,170
1690,1487,Air Traffic Control,1,82
1691,10563,Security,3,161
1692,13122,Security,3,145
1693,12769,Technical,4,105
1694,178,Airline Operations,2,178
1695,11444,Technical,4,218
1696,4540,Technical,4,63
1697,1165,Technical,4,220
1698,1009,Air Traffic Control,1,44
1699,4028,Technical,4,209
1700,3002,Technical,4,139
1701,13965,Security,3,96
1702,4041,Weather,5,170
1703,373,Security,3,33
1704,9038,Airline Operations,2,47
1705,13454,Airline Operations,2,143
1706,13222,Weather,5,36
1707,4116,Technical,4,201
1708,1019,Weather,5,215
1709,13930,Technical,4,193
1710,5392,Security,3,35
1711,5526,Air Traffic Control,1,65
1712,14781,Air Traffic Control,1,209
1713,7131,Air Traffic Control,1,220
1714,14069,Airline Operations,2,25
1715,9283,Airline Operations,2,115
1716,9114,Security,3,193
1717,6297,Weather,5,97
1718,4802,Weather,5,121
1719,7757,Security,3,84
1720,2393,Weather,5,196
1721,9313,Security,3,65
1722,266,Technical,4,91
1723,4016,Security,3,116
1724,13673,Security,3,112
1725,10964,Security,3,38
1726,4291,Airline Operations,2,99
1727,8982,Weather,5,51
1728,276,Weather,5,31
1729,2570,Airline Operations,2,16
1730,12674,Weather,5,86
1731,12394,Airline Operations,2,69
1732,8022,Air Traffic Control,1,93
1733,8569,Air Traffic Control,1,113
1734,14902,Air Traffic Control,1,125
1735,7765,Security,3,199
1736,10715,Air Traffic Control,1,84
1737,6481,Air Traffic Control,1,106
1738,9959,Airline Operations,2,102
1739,3603,Air Traffic Control,1,113
1740,13318,Airline Operations,2,150
1741,14895,Security,3,161
1742,6908,Security,3,103
1743,2276,Security,3,83
1744,6101,Weather,5,225
1745,10424,Air Traffic Control,1,19
1746,4024,Airline Operations,2,51
1747,243,Technical,4,229
1748,750,Technical,4,144
1749,3226,Weather,5,49
1750,6684,Technical,4,30
1751,2347,Security,3,26
1752,2405,Airline Operations,2,61
1753,10753,Security,3,227
1754,7609,Air Traffic Control,1,81
1755,5190,Weather,5,198
1756,6422,Technical,4,18
1757,1907,Technical,4,22
1758,11767,Air Traffic Control,1,161
1759,1529,Air Traffic Control,1,125
1760,4990,Security,3,76
1761,5150,Technical,4,211
1762,7274,Technical,4,172
1763,3368,Airline Operations,2,62
1764,13308,Air Traffic Control,1,30
1765,11160,Airline Operations,2,84
1766,12226,Technical,4,171
1767,1037,Air Traffic Control,1,97
1768,13062,Air Traffic Control,1,25
1769,3875,Security,3,17
1770,9383,Technical,4,205
1771,2690,Technical,4,167
1772,12115,Air Traffic Control,1,62
1773,3974,Airline Operations,2,36
1774,1858,Security,3,126
1775,8658,Airline Operations,2,169
1776,9974,Technical,4,146
1777,1840,Airline Operations,2,160
1778,3781,Security,3,192
1779,9448,Air Traffic Control,1,55
1780,7617,Security,3,198
1781,13988,Weather,5,237
1782,764,Weather,5,81
1783,14255,Air Traffic Control,1,51
1784,6988,Air Traffic Control,1,197
1785,1535,Weather,5,198
1786,10152,Security,3,201
1787,13169,Security,3,119
1788,7029,Weather,5,116
1789,11887,Air Traffic Control,1,235
1790,11628,Technical,4,26
1791,10214,Technical,4,98
1792,13118,Weather,5,97
1793,11710,Airline Operations,2,135
1794,14902,Technical,4,125
1795,4760,Security,3,121
1796,3404,Security,3,170
1797,10556,Technical,4,209
1798,552,Security,3,136
1799,5615,Airline Operations,2,77
1800,5046,Technical,4,118
1801,7774,Weather,5,192
1802,12290,Airline Operations,2,146
1803,13869,Weather,5,209
1804,10843,Weather,5,112
1805,614,Airline Operations,2,94
1806,14075,Technical,4,156
1807,13608,Airline Operations,2,96
1808,66,Airline Operations,2,175
1809,2057,Airline Operations,2,172
1810,13000,Technical,4,219
1811,190,Technical,4,198
1812,10365,Weather,5,161
1813,14085,Airline Operations,2,89
1814,14250,Air Traffic Control,1,26
1815,10054,Weather,5,53
1816,4949,Technical,4,49
1817,4802,Security,3,121
1818,8505,Weather,5,234
1819,12987,Weather,5,71
1820,10912,Security,3,80
1821,3535,Technical,4,29
1822,2409,Security,3,91
1823,7444,Security,3,188
1824,3975,Weather,5,52
1825,10993,Weather,5,212
1826,6626,Weather,5,140
1827,589,Air Traffic Control,1,158
1828,8789,Weather,5,175
1829,13967,Security,3,173
1830,170,Air Traffic Control,1,30
1831,14607,Airline Operations,2,212
1832,882,Airline Operations,2,179
1833,2969,Weather,5,158
1834,3115,Weather,5,203
1835,4192,Security,3,185
1836,4584,Technical,4,17
1837,11600,Air Traffic Control,1,200
1838,1831,Airline Operations,2,209
1839,310,Security,3,236
1840,13152,Weather,5,73
1841,7671,Air Traffic Control,1,211
1842,11043,Technical,4,198
1843,13872,Air Traffic Control,1,19
1844,11059,Technical,4,41
1845,4602,Air Traffic Control,1,65
1846,14936,Technical,4,68
1847,8879,Weather,5,203
1848,3121,Airline Operations,2,213
1849,11540,Air Traffic Control,1,63
1850,5309,Technical,4,76
1851,4294,Weather,5,159
1852,12903,Air Traffic Control,1,17
1853,402,Technical,4,157
1854,1564,Weather,5,163
1855,3975,Air Traffic Control,1,52
1856,11050,Air Traffic Control,1,108
1857,9656,Airline Operations,2,36
1858,14711,Air Traffic Control,1,168
1859,6029,Airline Operations,2,161
1860,12752,Air Traffic Control,1,79
1861,9417,Security,3,152
1862,12794,Airline Operations,2,136
1863,10964,Air Traffic Control,1,38
1864,5946,Technical,4,119
1865,1317,Technical,4,61
1866,12573,Air Traffic Control,1,40
1867,1310,Airline Operations,2,174
1868,12563,Air Traffic Control,1,132
1869,10125,Air Traffic Control,1,60
1870,6738,Airline Operations,2,142
1871,7221,Air Traffic Control,1,141
1872,1690,Air Traffic Control,1,113
1873,449,Technical,4,112
1874,2200,Airline Operations,2,78
1875,13838,Security,3,213
1876,7082,Security,3,179
1877,4089,Security,3,78
1878,4957,Security,3,171
1879,11,Airline Operations,2,169
1880,12018,Weather,5,23
1881,8839,Airline Operations,2,74
